club,name,position,age,overall,nationality,image,Unnamed: 7
Liverpool 2005,Djibril Cissé,ATA,23,85,France,wiki/missing_player.jpg,
Milan 2005,Dida,GOL,31,87,Brazil,header/5800-1447749019.jpg?lm=1,
Milan 2005,Christian Abbiati,GOL,27,82,Italy,wiki/missing_player.jpg,
Milan 2005,Valerio Fiori,GOL,33,75,Italy,header/5799-1418905975.jpg?lm=1,
Milan 2005,Alessandro Costacurta,ZAG,39,81,Italy,header/s_10055_123_2012_1.jpg?lm=1,
Milan 2005,Jaap Stam,ZAG,32,86,Netherlands,header/s_3557_123_2012_12_27_1.jpg?lm=1,
Milan 2005,Cafu,LD,35,84,Brazil,header/5937-1590418733.jpg?lm=1,
Milan 2005,Paolo Maldini,ZAG,36,90,Italy,header/5803-1570438594.jpg?lm=1,
Milan 2005,Kakha Kaladze,LE,27,81,Georgia,header/s_3430_252_2011_2.jpg?lm=1,
Milan 2005,Massimo Oddo,ZAG,29,85,Italy,wiki/missing_player.jpg,
Milan 2005,Andrea Pirlo,MEI,26,88,Italy,header/5817-1454934952.jpg?lm=1,
Milan 2005,Clarence Seedorf,MC,29,86,Netherlands,header/s_4168_537_2013_05_22_1.jpg?lm=1,
Milan 2005,Gennaro Gattuso,VOL,27,85,Italy,header/5813-1455612470.jpg?lm=1,
Milan 2005,Massimo Ambrosini,MEI,28,83,Italy,header/s_5818_430_2013_08_14_1.jpg?lm=1,
Milan 2005,Serginho,VOL,34,79,Brazil,header/5819-1606828318.jpg?lm=1,
Milan 2005,Rui Costa,MEI,32,84,Portugal,header/3624-1603456715.jpg?lm=1,
Milan 2005,Kaká,MEI,22,92,Brazil,header/3366-1683638749.jpg?lm=1,
Milan 2005,Andrea Raggi,MEI,19,76,Italy,wiki/missing_player.jpg,
Milan 2005,Hernán Crespo,ATA,29,87,Argentina,wiki/missing_player.jpg,
Milan 2005,Jon Dahl Tomasson,ATA,28,82,Denmark,wiki/missing_player.jpg,
Milan 2005,Andriy Shevchenko,ATA,28,91,Ukraine,header/3522-1570438190.jpg?lm=1,
Milan 2005,Filippo Inzaghi,ATA,31,86,Italy,header/5821-1590494397.jpg?lm=1,
Lyon 2006,Grégory Coupet,GOL,32,86,France,wiki/missing_player.jpg,
Lyon 2006,Rémy Vercoutre,GOL,25,79,France,wiki/missing_player.jpg,
Lyon 2006,François Clerc,LD,23,78,France,wiki/missing_player.jpg,
Lyon 2006,Anthony Réveillère,LD,26,81,France,wiki/missing_player.jpg,
Lyon 2006,Claudio Caçapa,ZAG,29,82,Brazil,wiki/missing_player.jpg,
Lyon 2006,Cris,ZAG,28,83,Brazil,wiki/missing_player.jpg,
Lyon 2006,Sylvain Monsoreau,ZAG,25,79,France,wiki/missing_player.jpg,
Lyon 2006,Clément,ZAG,25,78,France,wiki/missing_player.jpg,
Lyon 2006,Jérémy Clément,VOL,21,79,France,wiki/missing_player.jpg,
Lyon 2006,Florent Malouda,MEI,25,84,France,wiki/missing_player.jpg,
Lyon 2006,Tiago,VOL,24,83,Portugal,wiki/missing_player.jpg,
Lyon 2006,Juninho,VOL,30,88,Brazil,wiki/missing_player.jpg,
Lyon 2006,Benoît Pedretti,VOL,25,80,France,wiki/missing_player.jpg,
Lyon 2006,Alou Diarra,VOL,24,81,France,wiki/missing_player.jpg,
Lyon 2006,Sylvain Wiltord,ATA,31,82,France,wiki/missing_player.jpg,
Lyon 2006,Karim Benzema,ATA,18,82,France,wiki/missing_player.jpg,
Lyon 2006,Sidney Govou,ATA,26,82,France,wiki/missing_player.jpg,
Lyon 2006,Hatem Ben Arfa,ATA,19,80,France,wiki/missing_player.jpg,
Lyon 2006,John Carew,ATA,26,85,Norway,wiki/missing_player.jpg,
Lyon 2006,Eric Abidal,LE,26,83,France,wiki/missing_player.jpg,
Lyon 2006,Jérémy Berthod,LE,21,75,France,wiki/missing_player.jpg,
Barcelona 2006,Víctor Valdés,GOL,24,84,Spain,header/s_7589_131_2012_2.jpg?lm=1,
Barcelona 2006,Albert Jorquera,GOL,26,78,Spain,wiki/missing_player.jpg,
Barcelona 2006,Sylvinho,LE,31,80,Brazil,header/3359-1605262565.jpg?lm=1,
Barcelona 2006,Rafael Márquez,ZAG,27,86,Mexico,header/2904-1449060939.jpg?lm=1,
Barcelona 2006,Carles Puyol,ZAG,28,91,Spain,header/7594-1684225860.jpeg?lm=1,
Barcelona 2006,Giovanni van Bronckhorst,ZAG,31,81,Netherlands,header/3191-1490106460.jpg?lm=1,
Barcelona 2006,Oleguer Presas,ZAG,26,80,Spain,wiki/missing_player.jpg,
Barcelona 2006,Belletti,LD,30,82,Spain,wiki/missing_player.jpg,
Barcelona 2006,Andrés Iniesta,MEI,22,88,Spain,header/7600-1685447666.jpg?lm=1,
Barcelona 2006,Xavi Hernández,VOL,26,89,Spain,header/7607-1476882942.jpg?lm=1,
Barcelona 2006,Deco,MC,28,89,Portugal,header/8564-1595427079.jpg?lm=1,
Barcelona 2006,Mark van Bommel,VOL,29,84,Netherlands,wiki/missing_player.jpg,
Barcelona 2006,Thiago Motta,VOL,23,83,Italy,header/7602-1455621338.jpg?lm=1,
Barcelona 2006,Ludovic Giuly,ATA,29,85,France,header/5299-1476891209.jpg?lm=1,
Barcelona 2006,Henrik Larsson,ATA,34,86,Sweden,header/3514-1562138802.jpg?lm=1,
Barcelona 2006,Eidur Gudjohnsen,ATA,27,84,Iceland,wiki/missing_player.jpg,
Barcelona 2006,Ronaldinho,MEI,26,92,Brazil,header/3373-1515762355.jpg?lm=1,
Barcelona 2006,Samuel Eto'o,ATA,25,90,Cameroon,header/4257-1683640611.jpg?lm=1,
Barcelona 2006,Santiago Ezquerro,ATA,29,77,Spain,wiki/missing_player.jpg,
Roma 2006,Doni,GOL,26,82,Brazil,wiki/missing_player.jpg,
Roma 2006,Gianluca Curci,GOL,21,77,Italy,wiki/missing_player.jpg,
Roma 2006,Christian Panucci,ZAG,32,84,Italy,wiki/missing_player.jpg,
Roma 2006,Philippe Mexès,ZAG,24,82,France,wiki/missing_player.jpg,
Roma 2006,Christian Chivu,ZAG,25,82,Romania,wiki/missing_player.jpg,
Roma 2006,Rodrigo Taddei,MEI,26,83,Brazil,wiki/missing_player.jpg,
Roma 2006,Francesco Totti,ATA,29,90,Italy,wiki/missing_player.jpg,
Roma 2006,Simone Perrotta,MEI,28,84,Italy,wiki/missing_player.jpg,
Roma 2006,Dodo,MEI,22,79,Brazil,wiki/missing_player.jpg,
Roma 2006,Simone Loria,ZAG,29,80,Italy,wiki/missing_player.jpg,
Roma 2006,Alberto Aquilani,MEI,21,81,Italy,wiki/missing_player.jpg,
Roma 2006,Alessandro Cesarini,ZAG,20,76,Italy,wiki/missing_player.jpg,
Roma 2006,Antonio Cassano,ATA,23,84,Italy,wiki/missing_player.jpg,
Roma 2006,Daniele De Rossi,MEI,22,86,Italy,wiki/missing_player.jpg,
Roma 2006,Olivier Dacourt,MEI,31,82,France,wiki/missing_player.jpg,
Roma 2006,Cesare Bovo,ZAG,23,79,Italy,wiki/missing_player.jpg,
Roma 2006,Alberto De Rossi,MEI,40,73,Italy,wiki/missing_player.jpg,
Roma 2006,Max Tonetto,ZAG,31,78,Italy,wiki/missing_player.jpg,
Roma 2006,Matteo Brighi,MEI,24,79,Italy,wiki/missing_player.jpg,
Roma 2006,Vincenzo Montella,ATA,31,84,Italy,wiki/missing_player.jpg,
Roma 2006,Rodrigo Defendi,ZAG,20,74,Brazil,wiki/missing_player.jpg,
Roma 2006,Alex D'Agostino,ATA,22,77,Italy,wiki/missing_player.jpg,
Roma 2006,Mirko Vučinić,ATA,22,81,Montenegro,wiki/missing_player.jpg,
Roma 2006,Antonio Siviero,ATA,29,76,Italy,wiki/missing_player.jpg,
Chelsea 2008,Petr Čech,GOL,25,90,Czech Republic,header/5658-1464946835.jpg?lm=1,
Chelsea 2008,Henrique Hilário,GOL,32,70,Portugal,header/s_13886_631_2009_1.jpg?lm=1,
Chelsea 2008,Carlo Cudicini,GOL,34,75,Italy,header/s_3151_148_2009_1.jpg?lm=1,
Chelsea 2008,Juliano Belletti,LD,31,83,Brazil,header/7829-1589802688.jpg?lm=1,
Chelsea 2008,Tal Ben Haim,LD,25,78,Israel,header/s_20714_1039_2013_01_04_1.jpg?lm=1,
Chelsea 2008,Alex,ZAG,25,85,Brazil,header/15420-1455536547.jpg?lm=1,
Chelsea 2008,Wayne Bridge,LE,27,80,England,header/3682-1478785065.jpg?lm=1,
Chelsea 2008,Ashley Cole,LE,26,88,England,header/3182-1683297696.jpg?lm=1,
Chelsea 2008,Ricardo Carvalho,ZAG,29,82,Portugal,header/9828-1464946916.jpg?lm=1,
Chelsea 2008,John Terry,ZAG,26,91,England,header/3160-1462887884.jpg?lm=1,
Chelsea 2008,Michael Essien,VOL,24,83,Ghana,header/5588-1567972232.png?lm=1,
Chelsea 2008,Steve Sidwell,VOL,24,78,England,header/13427-1496840217.jpg?lm=1,
Chelsea 2008,Claude Makélélé,MC,34,87,France,header/4182-1542019034.jpg?lm=1,
Chelsea 2008,Jon Obi Mikel,MC,20,80,Nigeria,header/30739-1483700848.jpg?lm=1,
Chelsea 2008,Frank Lampard,VOL,29,92,England,header/3163-1674475335.jpg?lm=1,
Chelsea 2008,Florent Malouda,VOL,27,85,France,header/5461-1555058568.jpg?lm=1,
Chelsea 2008,Joe Cole,MC,25,87,England,header/3876-1524234241.jpg?lm=1,
Chelsea 2008,Shaun Wright-Phillips,MEI,25,82,England,header/3467-1464131724.jpg?lm=1,
Chelsea 2008,Michael Ballack,MEI,30,87,Germany,header/63-1461310873.jpg?lm=1,
Chelsea 2008,Andriy Shevchenko,ATA,31,86,Ukraine,header/3522-1570438190.jpg?lm=1,
Chelsea 2008,Salomon Kalou,ATA,21,82,Ivory Coast,header/7971-1532355109.jpg?lm=1,
Chelsea 2008,Claudio Pizarro,ATA,28,80,Peru,header/532-1535124277.jpg?lm=1,
Chelsea 2008,Nicolas Anelka,ATA,28,83,France,header/3226-1683728957.jpg?lm=1,
Chelsea 2008,Scott Sinclair,MEI,18,73,England,header/s_31552_281_2012_1.jpg?lm=1,
Inter 2009,Júlio César,GOL,30,88,Brazil,header/22412-1474546042.jpg?lm=1,
Inter 2009,Francesco Toldo,GOL,37,80,Italy,header/5769-1472641469.jpg?lm=1,
Inter 2009,Paolo Orlandoni,GOL,37,75,Italy,wiki/missing_player.jpg,
Inter 2009,Maicon,LD,28,87,Brazil,header/18301-1505484617.jpg?lm=1,
Inter 2009,Iván Córdoba,ZAG,33,82,Colombia,wiki/missing_player.jpg,
Inter 2009,Walter Samuel,ZAG,31,85,Argentina,header/5938-1449586343.jpg?lm=1,
Inter 2009,Lúcio,ZAG,31,87,Brazil,header/77-1458201664.jpg?lm=1,
Inter 2009,Cristian Chivu,ZAG,29,80,Romania,header/4314-1588661612.jpg?lm=1,
Inter 2009,Marco Materazzi,ZAG,36,81,Italy,header/5778-1415894129.jpg?lm=1,
Inter 2009,Nelson Rivas,ZAG,26,76,Colombia,wiki/missing_player.jpg,
Inter 2009,Javier Zanetti,LE,36,85,Argentina,header/1161-1463994546.jpg?lm=1,
Inter 2009,Dejan Stanković,MC,31,84,Serbia,header/3428-1461242093.jpg?lm=1,
Inter 2009,Sulley Muntari,MC,25,83,Ghana,header/17129-1416397933.jpg?lm=1,
Inter 2009,Luís Figo,MEI,37,83,Portugal,header/3446-1570440028.jpg?lm=1,
Inter 2009,Esteban Cambiasso,VOL,29,87,Argentina,header/7520-1462280899.jpg?lm=1,
Inter 2009,Patrick Vieira,VOL,33,82,France,header/3183-1458213441.jpg?lm=1,
Inter 2009,Wesley Sneijder,MC,25,89,Netherlands,header/4673-1684166804.jpg?lm=1,
Inter 2009,Mancini,ME,29,80,Brazil,header/15291-1565176905.jpg?lm=1,
Inter 2009,MacDonald Mariga,MEI,22,73,Kenya,wiki/missing_player.jpg,
Inter 2009,Mario Balotelli,ATA,19,84,Italy,header/45146-1663830086.jpg?lm=1,
Inter 2009,Samuel Eto'o,ATA,28,89,Cameroon,header/4257-1683640611.jpg?lm=1,
Inter 2009,Diego Milito,ATA,30,87,Argentina,header/22202-1463994498.jpg?lm=1,
Inter 2009,David Suazo,ATA,30,81,Honduras,header/20749-1623841091.jpg?lm=1,
Inter 2009,Goran Pandev,ATA,26,83,North Macedonia,header/12563-1630583396.jpg?lm=1,
Man Utd 2009,Edwin van der Sar,GOL,38,86,Netherlands,header/s_3516_985_2009_1.jpg?lm=1,
Man Utd 2009,Ben Foster,GOL,26,79,England,header/13572-1681399137.jpg?lm=1,
Man Utd 2009,Tomasz Kuszczak,GOL,27,74,Poland,header/1320-1494419881.jpg?lm=1,
Man Utd 2009,Wes Brown,ZAG,29,80,England,header/s_3405_985_2009_1.jpg?lm=1,
Man Utd 2009,Rio Ferdinand,ZAG,30,88,England,header/3235-1592469934.jpg?lm=1,
Man Utd 2009,Patrice Evra,LE,28,85,France,header/5285-1416219199.jpg?lm=1,
Man Utd 2009,Nemanja Vidić,ZAG,27,86,Serbia,header/19726-1410340601.jpg?lm=1,
Man Utd 2009,John O'Shea,LD,27,80,Ireland,header/3540-1498839759.jpg?lm=1,
Man Utd 2009,Gary Neville,LD,34,82,England,header/s_3403_985_2009_1.jpg?lm=1,
Man Utd 2009,Rafael,LD,18,76,Brazil,header/61892-1563889964.jpg?lm=1,
Man Utd 2009,Ryan Giggs,MEI,35,87,Wales,header/3406-1589198838.jpg?lm=1,
Man Utd 2009,Owen Hargreaves,MEI,27,79,England,header/201-1592225585.jpg?lm=1,
Man Utd 2009,Anderson,VOL,21,81,Brazil,header/31645-1447748712.jpg?lm=1,
Man Utd 2009,Ji-Sung Park,MC,28,82,South Korea,header/s_4592_985_2009_1.jpg?lm=1,
Man Utd 2009,Michael Carrick,VOL,27,85,England,header/3878-1666625002.jpg?lm=1,
Man Utd 2009,Nani,PE,22,84,Portugal,header/33706-1689593759.jpg?lm=1,
Man Utd 2009,Cristiano Ronaldo,PE,24,94,Portugal,header/8198-1685035469.png?lm=1,
Man Utd 2009,Wayne Rooney,ATA,23,89,England,header/3332-1551295290.jpg?lm=1,
Man Utd 2009,Carlos Tevez,ATA,25,88,Argentina,header/4276-1463994638.jpg?lm=1,
Man Utd 2009,Dimitar Berbatov,ATA,28,83,Bulgaria,header/65-1683670068.jpg?lm=1,
Man Utd 2009,Danny Welbeck,ATA,18,78,England,header/67063-1528450601.jpg?lm=1,
Man Utd 2009,Federico Macheda,ATA,17,75,Italy,header/61887-1669117174.png?lm=1,
Man Utd 2009,Louis Saha,ATA,30,82,France,wiki/missing_player.jpg,
Barcelona 2011,Victor Valdés,GOL,29,86,Spain,wiki/missing_player.jpg,
Barcelona 2011,José Manuel Pinto,GOL,35,75,Spain,wiki/missing_player.jpg,
Barcelona 2011,Dani Alves,LD,27,87,Brazil,wiki/missing_player.jpg,
Barcelona 2011,Gerard Piqué,ZAG,24,88,Spain,wiki/missing_player.jpg,
Barcelona 2011,Carles Puyol,ZAG,33,87,Spain,wiki/missing_player.jpg,
Barcelona 2011,Eric Abidal,ZAG,31,82,France,wiki/missing_player.jpg,
Barcelona 2011,Maxwell,LE,29,80,Brazil,wiki/missing_player.jpg,
Barcelona 2011,Adriano,LE,26,80,Brazil,wiki/missing_player.jpg,
Barcelona 2011,Sergio Busquets,VOL,23,86,Spain,wiki/missing_player.jpg,
Barcelona 2011,Xavi,MEI,31,90,Spain,wiki/missing_player.jpg,
Barcelona 2011,Andrés Iniesta,MEI,27,89,Spain,wiki/missing_player.jpg,
Barcelona 2011,Javier Mascherano,VOL,27,85,Argentina,wiki/missing_player.jpg,
Barcelona 2011,Seydou Keita,VOL,31,83,Mali,wiki/missing_player.jpg,
Barcelona 2011,Ibrahim Afellay,ATA,25,82,Netherlands,wiki/missing_player.jpg,
Barcelona 2011,David Villa,ATA,29,89,Spain,wiki/missing_player.jpg,
Barcelona 2011,Lionel Messi,MEI,23,95,Argentina,wiki/missing_player.jpg,
Barcelona 2011,Bojan Krkić,ATA,20,81,Spain,wiki/missing_player.jpg,
Barcelona 2011,Pedro,ATA,23,85,Spain,wiki/missing_player.jpg,
Barcelona 2011,Jeffren Suárez,ATA,23,79,Spain,wiki/missing_player.jpg,
Barcelona 2011,Jonathan dos Santos,MEI,21,77,Mexico,wiki/missing_player.jpg,
Dortmund 2013,Roman Weidenfeller,GOL,32,85,Germany,header/26-1684847880.jpg?lm=1,
Dortmund 2013,Mitchell Langerak,GOL,24,79,Australia,header/49347-1501147341.jpg?lm=1,
Dortmund 2013,Zlatan Alomerović,GOL,22,75,Serbia,header/47594-1580389241.png?lm=1,
Dortmund 2013,Neven Subotić,ZAG,23,85,Serbia,header/40995-1544075864.jpg?lm=1,
Dortmund 2013,Mats Hummels,ZAG,23,87,Germany,header/39728-1661413275.jpg?lm=1,
Dortmund 2013,Marcel Schmelzer,LE,24,83,Germany,header/35208-1684845120.jpg?lm=1,
Dortmund 2013,Lukasz Piszczek,ZAG,27,85,Poland,header/25727-1534236284.jpg?lm=1,
Dortmund 2013,Felipe Santana,ZAG,26,80,Brazil,header/54312-1482228665.jpg?lm=1,
Dortmund 2013,Chris Löwe,ZAG,23,76,Germany,header/55125-1672747507.png?lm=1,
Dortmund 2013,Erik Durm,ZAG,20,78,Germany,wiki/missing_player.jpg,
Dortmund 2013,Kevin Großkreutz,LD,24,82,Germany,header/44521-1500628267.jpg?lm=1,
Dortmund 2013,Sven Bender,VOL,23,84,Germany,header/29993-1615893279.jpg?lm=1,
Dortmund 2013,Jakub Błaszczykowski,MEI,27,83,Poland,header/29835-1670965927.png?lm=1,
Dortmund 2013,İlkay Gündoğan,MEI,22,85,Germany,header/53622-1689683568.jpg?lm=1,
Dortmund 2013,Moritz Leitner,MEI,20,78,Germany,header/82243-1647955890.jpg?lm=1,
Dortmund 2013,Kuba,MEI,27,83,Poland,wiki/missing_player.jpg,
Dortmund 2013,Shinji Kagawa,MEI,23,83,Japan,wiki/missing_player.jpg,
Dortmund 2013,Ivan Perišić,MEI,24,83,Croatia,header/42460-1667991317.jpg?lm=1,
Dortmund 2013,Nuri Şahin,VOL,24,80,Turkey,wiki/missing_player.jpg,
Dortmund 2013,Sebastian Kehl,MEI,32,81,Germany,header/410-1521112298.jpg?lm=1,
Dortmund 2013,Marco Reus,ME,23,86,Germany,header/35207-1661413169.jpg?lm=1,
Dortmund 2013,Robert Lewandowski,ATA,24,88,Poland,header/38253-1642434304.jpg?lm=1,
Dortmund 2013,Julian Schieber,ATA,24,76,Germany,header/58124-1534233321.jpg?lm=1,
Bayern 2013,Manuel Neuer,GOL,26,88,Germany,wiki/missing_player.jpg,
Bayern 2013,Thomas Starke,GOL,31,80,Germany,wiki/missing_player.jpg,
Bayern 2013,Maximilian Riedmüller,GOL,24,75,Germany,wiki/missing_player.jpg,
Bayern 2013,Daniel van Buyten,ZAG,34,81,Belgium,wiki/missing_player.jpg,
Bayern 2013,Rafinha,ZAG,27,82,Brazil,wiki/missing_player.jpg,
Bayern 2013,Jerome Boateng,ZAG,23,85,Germany,wiki/missing_player.jpg,
Bayern 2013,Philipp Lahm,ZAG,28,88,Germany,wiki/missing_player.jpg,
Bayern 2013,Holger Badstuber,ZAG,23,86,Germany,wiki/missing_player.jpg,
Bayern 2013,Diego Contento,ZAG,22,79,Germany,wiki/missing_player.jpg,
Bayern 2013,David Alaba,ZAG,20,83,Austria,wiki/missing_player.jpg,
Bayern 2013,Javi Martínez,MEI,24,87,Spain,wiki/missing_player.jpg,
Bayern 2013,Franck Ribéry,MEI,29,88,France,wiki/missing_player.jpg,
Bayern 2013,Bastian Schweinsteiger,MEI,28,89,Germany,wiki/missing_player.jpg,
Bayern 2013,Anatoliy Tymoshchuk,MEI,33,82,Ukraine,wiki/missing_player.jpg,
Bayern 2013,Arjen Robben,MEI,28,89,Netherlands,wiki/missing_player.jpg,
Bayern 2013,Toni Kroos,MEI,22,85,Germany,wiki/missing_player.jpg,
Bayern 2013,Xherdan Shaqiri,MEI,20,83,Switzerland,wiki/missing_player.jpg,
Bayern 2013,Thomas Müller,ATA,23,87,Germany,wiki/missing_player.jpg,
Bayern 2013,Mario Mandžukić,ATA,26,85,Croatia,wiki/missing_player.jpg,
Bayern 2013,Claudio Pizarro,ATA,34,81,Peru,wiki/missing_player.jpg,
Bayern 2013,Mario Gomez,ATA,27,87,Germany,wiki/missing_player.jpg,
Bayern 2013,Luiz Gustavo,MEI,25,84,Brazil,wiki/missing_player.jpg,
Bayern 2013,Emre Can,MEI,18,76,Germany,wiki/missing_player.jpg,
Peñarol 1961,Ladislao Mazurkiewicz,GOL,22,75,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,William Martínez,LD,22,73,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Horacio Troche,ZAG,23,75,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,William Martínez,LE,24,72,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Abel Borges,ZAG,22,73,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Julio César Abbadie,VOL,26,72,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Dagoberto Fontes,VOL,23,73,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Edgardo González,VOL,28,75,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Alberto Spencer,ATA,24,87,Ecuador,wiki/missing_player.jpg,
Peñarol 1961,Luis Cubilla,ATA,22,84,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Matías González,GOL,19,70,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Alcides Silveira,ZAG,27,75,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Martín Echegoyen,ATA,23,73,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Walter Aguerre,ZAG,20,70,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Roberto Matosas,ATA,23,72,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Mario Bergara,MEI,22,72,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Mauricio Pérez,ATA,25,75,Uruguay,wiki/missing_player.jpg,
Peñarol 1961,Hugo Bagnulo,ATA,23,72,Uruguay,wiki/missing_player.jpg,
Estudiantes 1968,Poletti,GOL,28,75,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Madero,GOL,21,73,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Maril,ZAG,30,74,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Pachamé,ZAG,27,72,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Peña,ZAG,24,75,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Calics,ZAG,22,74,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Manera,ATA,26,75,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Desiderio,ATA,22,73,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Verón,ATA,22,73,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Costa,ZAG,21,72,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Togneri,ATA,20,73,Argentina,wiki/missing_player.jpg,
Estudiantes 1968,Medina,ATA,24,75,Argentina,wiki/missing_player.jpg,
Independiente 1974,Ricardo Pavoni,ZAG,26,82,Argentina,wiki/missing_player.jpg,
Independiente 1974,Eduardo Commisso,LD,30,76,Argentina,wiki/missing_player.jpg,
Independiente 1974,Alberto Sánchez,ZAG,22,77,Argentina,wiki/missing_player.jpg,
Independiente 1974,Luis Garisto,ZAG,29,76,Uruguay,wiki/missing_player.jpg,
Independiente 1974,Carlos Rodríguez,LE,24,74,Argentina,wiki/missing_player.jpg,
Independiente 1974,Ricardo Bochini,MEI,20,80,Argentina,wiki/missing_player.jpg,
Independiente 1974,Carlos Santoro,GOL,32,80,Argentina,wiki/missing_player.jpg,
Independiente 1974,Daniel Bertoni,ATA,19,77,Argentina,wiki/missing_player.jpg,
Independiente 1974,Miguel Ángel López,ATA,29,76,Argentina,wiki/missing_player.jpg,
Independiente 1974,Juan Carlos De La Quintana,VOL,22,75,Argentina,wiki/missing_player.jpg,
Independiente 1974,Agustín Balbuena,VOL,22,76,Paraguay,wiki/missing_player.jpg,
Independiente 1974,Alberto Carranza,ATA,23,74,Peru,wiki/missing_player.jpg,
Independiente 1974,Alejo Veiga,VOL,21,75,Argentina,wiki/missing_player.jpg,
Independiente 1974,Horacio López,ATA,21,74,Argentina,wiki/missing_player.jpg,
Independiente 1974,José Omar Pastoriza,VOL,27,76,Argentina,wiki/missing_player.jpg,
Independiente 1974,Luis Alberto Islas,GOL,18,75,Argentina,wiki/missing_player.jpg,
Independiente 1974,Carlos Enrique,ATA,20,76,Argentina,wiki/missing_player.jpg,
Independiente 1974,Raúl Savoy,ATA,21,74,Argentina,wiki/missing_player.jpg,
Independiente 1974,Eduardo Maglioni,VOL,25,73,Argentina,wiki/missing_player.jpg,
Independiente 1974,Juan Carlos Pavoni,GOL,20,74,Argentina,wiki/missing_player.jpg,
Independiente 1974,Luis Ceballos,ZAG,19,74,Argentina,wiki/missing_player.jpg,
Independiente 1974,Claudio Marangoni,MEI,18,73,Argentina,wiki/missing_player.jpg,
Independiente 1974,Daniel Montenegro,ATA,19,75,Argentina,wiki/missing_player.jpg,
Independiente 1974,Alejandro Giuntini,MEI,19,73,Argentina,wiki/missing_player.jpg,
Nacional 1980,Bairoletto,GOL,26,75,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Olariaga,GOL,23,73,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Sbrascini,ZAG,25,75,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Rubén Paz,VOL,26,77,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Casaretto,MEI,27,75,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Cabrera,MEI,22,74,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Gutiérrez,ATA,27,76,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Eduardo De La Peña,ATA,22,76,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Moreira,ATA,20,75,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Santín,ZAG,29,77,Uruguay,wiki/missing_player.jpg,
Nacional 1980,De Los Santos,ZAG,29,75,Uruguay,wiki/missing_player.jpg,
Nacional 1980,Francescoli,ATA,18,74,Uruguay,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Chilavert,GOL,28,85,Paraguay,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Ponce,ZAG,30,79,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Claudio Husain,VOL,26,80,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Trotta,ZAG,25,78,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Rodrigo López,ATA,22,77,Uruguay,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Saturno,VOL,28,77,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Sarría,MEI,25,75,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Astillero,VOL,26,75,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Glass,ZAG,29,75,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Zandoná,ATA,20,75,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Fernando Pandolfi,ATA,21,74,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Balbo,ATA,21,73,Argentina,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Francescoli,ATA,33,86,Uruguay,wiki/missing_player.jpg,
Vélez Sarsfield 1994,Fabian Carrizo,ATA,22,75,Argentina,wiki/missing_player.jpg,
